timestamp,open,high,low,close,volume,trade_count,vwap
2021-01-01 06:00:00+00:00,29255.71,29338.25,29153.55,29234.15,42.244289,1243.0,29237.240312
2021-01-01 07:00:00+00:00,29235.61,29236.95,28905.0,29162.5,34.506038,1070.0,29078.423185
2021-01-01 08:00:00+00:00,29162.5,29248.52,28948.86,29076.77,27.596804,1110.0,29091.465155
2021-01-01 09:00:00+00:00,29075.31,29372.32,29058.05,29284.92,20.6942,880.0,29248.730924
2021-01-01 10:00:00+00:00,29291.54,29400.0,29232.16,29286.63,16.617646,742.0,29338.609132
2021-01-01 11:00:00+00:00,29298.34,29478.45,29298.34,29396.28,35.204584,1112.0,29385.402443
2021-01-01 12:00:00+00:00,29397.05,29680.75,29241.0,29311.47,61.983168,1466.0,29493.632033
2021-01-01 13:00:00+00:00,29310.18,29556.28,29301.46,29535.0,30.266252,867.0,29450.031065
2021-01-01 14:00:00+00:00,29535.0,29612.53,29344.81,29398.1,35.459289,1435.0,29469.057134
2021-01-01 15:00:00+00:00,29398.09,29458.33,29107.01,29264.22,29.555473,1176.0,29313.511506
2021-01-01 16:00:00+00:00,29263.69,29430.78,29202.3,29372.88,34.014278,1233.0,29354.596467
2021-01-01 17:00:00+00:00,29371.42,29419.83,29025.81,29169.03,39.96426,1523.0,29242.840235
2021-01-01 18:00:00+00:00,29167.47,29323.62,28707.56,29141.19,63.160447,2019.0,29054.000924
2021-01-01 19:00:00+00:00,29141.19,29200.42,29021.44,29104.88,27.801492,1226.0,29124.32876
2021-01-01 20:00:00+00:00,29101.63,29347.74,28954.89,29301.93,44.651873,1286.0,29230.637238
2021-01-01 21:00:00+00:00,29299.38,29418.51,29228.75,29258.82,29.65316,1121.0,29320.01534
2021-01-01 22:00:00+00:00,29257.35,29418.72,29200.0,29360.88,26.994948,1206.0,29356.448032
2021-01-01 23:00:00+00:00,29360.87,29418.72,29310.98,29418.72,19.051551,1139.0,29382.322661
2021-01-02 00:00:00+00:00,29417.27,29418.51,29050.0,29262.79,46.44488,1456.0,29224.982616
2021-01-02 01:00:00+00:00,29266.83,29481.52,29175.42,29454.09,38.755897,1399.0,29353.240692
2021-01-02 02:00:00+00:00,29454.09,29555.55,29399.99,29400.0,40.063932,1554.0,29472.987328
2021-01-02 03:00:00+00:00,29400.0,29455.66,29335.09,29430.83,29.998793,1058.0,29417.065612
2021-01-02 04:00:00+00:00,29430.83,29472.2,29301.47,29442.3,23.908495,871.0,29394.726111
2021-01-02 05:00:00+00:00,29443.62,29682.29,29442.42,29676.79,50.282281,1447.0,29567.709802
2021-01-02 06:00:00+00:00,29678.34,29820.43,29557.02,29799.96,55.882607,1718.0,29723.237458
2021-01-02 07:00:00+00:00,29800.03,29890.0,29708.31,29833.6,38.868538,1453.0,29812.123456
2021-01-02 08:00:00+00:00,29831.84,29920.68,29724.04,29912.39,36.354459,1399.0,29855.217265
2021-01-02 09:00:00+00:00,29913.24,29955.8,29651.49,29696.32,39.812375,1411.0,29826.910587
2021-01-02 10:00:00+00:00,29680.01,29892.7,29555.99,29745.0,32.141697,1090.0,29753.268809
2021-01-02 11:00:00+00:00,29746.49,29847.12,29701.54,29832.0,20.643779,694.0,29787.639448
2021-01-02 12:00:00+00:00,29826.12,30949.58,29808.76,30649.71,121.959981,3153.0,30404.626294
2021-01-02 13:00:00+00:00,30651.25,31599.27,30565.04,31599.27,98.384824,2793.0,31073.519808
2021-01-02 14:00:00+00:00,31599.27,31613.6,31139.15,31352.52,77.159754,2260.0,31334.445398
2021-01-02 15:00:00+00:00,31339.03,31888.0,31302.48,31763.0,80.308968,2299.0,31553.015623
2021-01-02 16:00:00+00:00,31763.0,33100.47,31763.0,32551.22,244.488728,5082.0,32481.217808
2021-01-02 17:00:00+00:00,32525.77,33000.0,32461.72,32940.01,101.378913,3148.0,32739.524145
2021-01-02 18:00:00+00:00,32940.01,33338.68,32515.63,33007.47,111.226347,2906.0,32864.086911
2021-01-02 19:00:00+00:00,33027.57,33289.92,32772.47,33087.84,83.076149,3862.0,33070.053726
2021-01-02 20:00:00+00:00,33087.83,33114.79,30564.32,30750.0,257.121197,5469.0,32043.752224
2021-01-02 21:00:00+00:00,30705.04,31928.77,30380.0,31701.54,193.506795,4158.0,31382.276224
2021-01-02 22:00:00+00:00,31701.54,32338.18,31429.11,32170.57,59.522764,2234.0,31987.677524
2021-01-02 23:00:00+00:00,32177.77,32282.46,31661.41,32218.38,63.984524,2016.0,31976.253795
2021-01-03 00:00:00+00:00,32200.39,32522.22,32010.68,32480.0,74.954908,2084.0,32279.176645
2021-01-03 01:00:00+00:00,32480.66,32821.71,32257.81,32621.37,67.455209,2049.0,32635.808603
2021-01-03 02:00:00+00:00,32589.92,32916.3,32589.67,32781.21,34.264855,1610.0,32762.591434
2021-01-03 03:00:00+00:00,32779.13,32786.93,32500.0,32611.64,36.628147,1542.0,32675.433841
2021-01-03 04:00:00+00:00,32613.51,33278.91,32486.48,33223.08,36.297493,1680.0,32804.613565
2021-01-03 05:00:00+00:00,33232.87,34200.0,33146.25,33769.52,179.169505,4042.0,33847.359273
2021-01-03 06:00:00+00:00,33769.52,34111.06,33690.0,33980.74,62.72875,1957.0,33957.021133
2021-01-03 07:00:00+00:00,33988.68,34812.93,33777.0,34459.03,109.750179,3126.0,34471.763028
2021-01-03 08:00:00+00:00,34485.63,34687.81,33839.0,34398.45,90.06908,2781.0,34346.275674
2021-01-03 09:00:00+00:00,34399.65,34598.27,33861.74,34207.22,52.840636,2182.0,34171.251054
2021-01-03 10:00:00+00:00,34215.17,34377.86,33487.45,33909.99,85.220025,2392.0,33904.555053
2021-01-03 11:00:00+00:00,33891.64,34467.19,33823.51,34393.29,41.48491,1886.0,34152.060045
